Champion,Region,Rank,Tier,Summoner
Zilean,na1,3,Challenger,Kurfyou
Zilean,na1,4,Master,TTV Zileana1ire
Zilean,na1,5,Master,Dexodius
Zoe,na1,1,Challenger,Samikin
Zoe,na1,2,Grandmaster,Peaking Tutorial
Zoe,na1,3,Challenger,Cupic Vtuber
Zoe,na1,4,Challenger,Nebula
Zoe,na1,5,Challenger,gwy1206
Zyra,na1,1,Challenger,duoking1
Zyra,na1,2,Grandmaster,GeniusAwakened
Zyra,na1,3,Challenger,enryu
Zyra,na1,4,Challenger,links
Zyra,na1,5,Master,Zyrã619
Xin Zhao,na1,1,Challenger,阿 海
Xin Zhao,na1,2,Grandmaster,MrSatisfy
Xin Zhao,na1,3,Grandmaster,yandere breeder
Xin Zhao,na1,4,Grandmaster,cnjz
Xin Zhao,na1,5,Master,Russ T Sprinkler
Sejuani,na1,1,Master,poopoogan
Sejuani,na1,2,Master,Dime
Sejuani,na1,3,Master,Uzi Maki Moto
Sejuani,na1,4,Master,ØØØØØØ
Sejuani,na1,5,Master,Colby
na1utilus,na1,1,Challenger,Isles1
na1utilus,na1,2,Grandmaster,GeniusAwakened
na1utilus,na1,3,Challenger,Isles2
na1utilus,na1,4,Grandmaster,EtooHai
na1utilus,na1,5,Grandmaster,Ditto
Nocturne,na1,1,Challenger,爱伊莲恩
Nocturne,na1,2,Grandmaster,chickenboy22
Nocturne,na1,3,Grandmaster,piglibra
Nocturne,na1,4,Grandmaster,Nilemars
Nocturne,na1,5,Grandmaster,绝影魔剑神
Draven,na1,1,Challenger,elesis
Draven,na1,2,Grandmaster,狙擊XD
Draven,na1,3,Challenger,Previous
Draven,na1,4,Challenger,Inoriboob
Draven,na1,5,Challenger,THROW LORD
Vi,na1,1,Challenger,winnie
Vi,na1,2,Grandmaster,Rocket
Vi,na1,3,Master,Kiwi Slayer
Vi,na1,4,Grandmaster,Brando
Vi,na1,5,Master,GotMyFuzzyCuffs
Shaco,na1,1,Challenger,小楚爱
Shaco,na1,2,Grandmaster,TTV Pomerzz 1
Shaco,na1,3,Grandmaster,Irk Luigi
Shaco,na1,4,Master,PinkWard
Shaco,na1,5,Master,Chase
